ID,半乳糖,甘胺酸(Gly),甲硫胺酸(Met),白胺酸(Leu),次亞麻油酸(18:3),灰分,肉豆蔻烯酸(14:1),肉豆蔻酸(14:0),色胺酸(Trp),辛酸(8:0),乳糖,亞麻油酸(18:2),其他脂肪酸,果糖,油酸(18:1),花生油酸(20:4),花生酸(20:0),芥子酸(22:1),癸酸(10:0),苯丙胺酸(Phe),修正熱量,胱胺酸(Cys),脂肪酸M總量,脂肪酸P總量,脂肪酸S總量,酒精含量,異白胺酸(Ile),粗脂肪,粗蛋白,組胺酸(His),脯胺酸(Pro),麥芽糖,棕櫚烯酸(16:1),棕櫚酸(16:0),硬脂酸(18:0),絲胺酸(Ser),菸鹼素,視網醇,視網醇當量(RE),酥胺酸(Thr),鈣,鈉,葉酸,葡萄糖,酪胺酸(Tyr),酪酸(4:0),鉀,飽和脂肪,精胺酸(Arg),維生素A總量(IU),維生素B1,維生素B12,維生素B2,維生素B6,維生素C,維生素D2,維生素D3,維生素D總量(IU),維生素D總量(ug),維生素E總量,維生素K1,維生素K2(MK-4),維生素K2(MK-7),銅,熱量,蔗糖,鋅,麩胺酸(Glu),糖質總量,膳食纖維,錳,磷,總碳水化合物,膽固醇,鎂,離胺酸(Lys),鐵,纈胺酸(Val),鱈烯酸(20:1),P/M/S,α-生育酚,α-胡蘿蔔素,α-維生素E當量(α-TE),β-生育酚,β-胡蘿蔔素,γ-生育酚,δ-生育酚,十七酸(17:0),十九酸(19:0),十八碳四烯酸(18:4),十三酸(13:0),十五酸(15:0),山酸(22:0),己酸(6:0),反式脂肪,天門冬胺酸(Asp),廿二碳五烯酸(22:5),廿二碳六烯酸(22:6),廿四酸(24:0),廿碳五烯酸(20:5),月桂酸(12:0),水分,水解胺基酸總量,丙胺酸(Ala)
B0320101,NA,NA,NA,NA,0,0.2,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,361,NA,0,0,0,NA,NA,0.2,0.1,NA,NA,0,0,0,0,NA,0.04,NA,0,NA,32,1,9.8,0,NA,0,27,0,NA,0,0.01,NA,0,0.01,3,NA,NA,NA,NA,0.02,NA,NA,NA,NA,362,0,0,NA,0,0.2,NA,7,87.3,NA,3,NA,0.3,NA,0,NA,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,12.2,NA,NA
J0405301,NA,824,553,1515,2,1,0,6,180,0,NA,3,NA,NA,14,5,1,0,0,775,84,394,32,19,60,NA,817,0.1,19.4,398,568,NA,9,40,10,681,1.21,1,1,783,6,59,4.9,NA,635,0,371,0.1,1235,3,0.03,0.48,0.02,0.09,1.3,NA,NA,NA,NA,0.05,NA,NA,NA,NA,84,NA,0.4,2857,NA,NA,NA,228,0,41,29,1803,0.5,856,9,NA,0.02,NA,0.02,0,NA,0.01,0.02,1,0,2,0,2,0,0,NA,1895,3,4,0,0,0,79.8,17830,1064
J0403401,NA,969,604,1706,3,1.1,0,10,0,0,NA,7,NA,NA,42,17,2,0,0,842,91,490,70,106,144,NA,952,0.3,20.6,702,642,NA,15,98,27,795,4.06,2,2,927,31,79,15.8,NA,746,0,276,0.1,1351,6,0,1.82,0.05,0.51,2.7,NA,NA,NA,NA,0.03,NA,NA,NA,NA,91,NA,1.2,3053,NA,NA,NA,185,0.3,105,32,1925,0.4,1030,13,NA,0.03,NA,0.03,0,NA,0,0,4,0,1,0,4,0,0,NA,2037,12,66,0,0,0,77.7,19982,1211
P1000201,NA,710,348,1263,2563,3.6,9,75,234,0,0,19537,28,0.5,9531,16,150,0,0,655,505,51,9708,22116,7063,NA,703,38.9,17,441,529,0,93,4588,1952,563,2.65,43,141,647,24,989,4.7,0.4,504,0,248,7.1,891,1123,0.03,1.17,0.19,0.18,2.6,NA,NA,NA,NA,24.11,NA,NA,NA,NA,507,10.9,3.5,2440,11.7,1,NA,151,22.2,28,34,1274,3.1,683,74,NA,4.47,NA,6.21,0,587,16.39,3.24,52,0,0,0,13,169,0,NA,1388,0,0,62,0,0,18.3,14201,877
P1100501,NA,NA,NA,NA,1985,3.8,0,24,NA,0,0,13921,27,3.6,8176,17,90,0,0,NA,336,NA,8307,15924,4818,NA,NA,29.1,1.4,NA,NA,0,65,3387,1174,NA,0.17,51,51,NA,21,1275,3.6,3.5,NA,0,74,4.8,NA,171,0.04,0.25,0.05,0.04,0,NA,NA,NA,NA,23.43,NA,NA,NA,NA,337,4.9,0.6,NA,12,0.4,NA,54,17.3,31,12,NA,0.6,NA,66,NA,2.24,NA,4.16,0,0,18.29,2.9,30,0,0,0,0,85,0,NA,NA,0,0,28,0,0,48.4,NA,NA
P0201101,NA,NA,NA,NA,0,0.5,0,4279,NA,1842,0,255,0,0,1402,0,19,0,1433,NA,207,NA,1410,255,21445,NA,NA,23.1,1.1,NA,NA,0,0,2021,708,NA,0.02,NA,0,NA,4,23,1.7,0.3,NA,0,183,21.4,NA,2,0.01,NA,0,0.02,0,NA,NA,NA,NA,0.05,NA,NA,NA,NA,208,1.5,0.4,NA,1.8,0.3,NA,56,0,NA,31,NA,0.9,NA,8,NA,0.03,NA,0.03,0,1,0.03,0,0,0,0,8,0,4,0,NA,NA,0,0,8,0,11123,76.5,NA,NA
Q4100601,NA,281,80,537,61,1.2,0,498,58,161,0,1257,0,0,2331,0,22,0,140,354,419,141,2361,1318,5049,NA,270,8.7,6.8,169,728,0,16,2714,414,343,0.68,3,4,212,94,333,15.9,0.4,201,0,134,5,277,19,0.32,0.08,0.05,0.04,0,NA,NA,NA,NA,1.63,NA,NA,NA,NA,424,17.9,0.8,2455,18.3,2.7,NA,90,79.7,0,25,146,0.9,326,14,NA,0.74,NA,0.83,0,5,0.79,0.09,9,0,0,0,8,7,0,NA,333,0,0,7,0,1070,3.7,7162,251
Q4100701,NA,310,114,594,423,1.3,6,512,36,121,0,4951,27,0.3,8508,5,77,0,106,400,506,158,8686,5378,10654,NA,300,24.7,7.8,187,838,0.9,115,7543,1394,380,0.91,3,10,231,20,388,16.7,0.2,246,0,141,10.7,303,80,0.15,0.14,0.06,0.07,0,NA,NA,NA,NA,7.94,NA,NA,NA,NA,512,0,0.7,2829,1.4,2.8,NA,93,64.5,6,25,174,1.2,355,57,NA,3.02,NA,3.65,0.44,42,4.01,0.48,41,0,0,0,16,33,0,NA,352,0,0,21,0,791,1.7,8079,271
R9900201,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,17,NA,0,1.8,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0,NA,1,3,1.3,NA,NA,NA,27,NA,NA,0,0,NA,0.05,0.05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,133,NA,0.4,NA,NA,NA,NA,31,19.1,NA,16,NA,0.2,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA
Q9900301,NA,246,66,452,304,0.7,0,934,107,198,0,4022,0,0.1,5952,0,90,0,173,336,401,140,6055,4326,16497,NA,232,26.9,6.7,229,828,1.2,31,10766,2089,314,1.06,0,28,180,10,205,16.5,0,244,0,51,16.5,246,281,0.1,0,0.02,0.02,0.4,NA,NA,NA,NA,6.17,NA,NA,NA,NA,404,1.4,0.3,2484,2.7,1.2,NA,64,33.8,NA,18,248,0.3,286,72,NA,1.02,NA,1.44,0.06,168,3.37,1.72,32,0,0,0,19,35,0,NA,261,0,0,22,0,2141,31.9,7100,203
A0950101,NA,532,135,854,37,2.8,0,2,151,0,0,792,0,0,382,0,10,7,0,598,346,211,411,830,470,NA,417,1.7,12.7,316,1223,0.8,1,406,30,609,2.34,NA,0,365,27,733,30.8,0.6,388,0,205,0.5,603,0,0.29,NA,0.07,0.15,0,NA,NA,NA,NA,1.16,NA,NA,NA,0.006,355,0.4,1.1,4095,1.7,4.1,NA,189,70.6,NA,74,364,2.2,510,21,NA,0.11,NA,0.24,0.07,0,0.89,0.09,1,0,0,0,1,13,0,NA,637,1,0,8,0,0,12.2,12432,425
D3700401,0,NA,NA,NA,16,0.3,0,4,NA,0,0,43,14,2.2,48,0,6,0,0,NA,35,NA,48,58,102,NA,NA,0.2,0.7,NA,NA,0,0,68,7,NA,0.22,NA,25,NA,20,4,NA,1.9,NA,0,90,0.1,NA,246,0.03,NA,0.02,0.22,36.5,0,0,0,0,0.2,0,0,0,NA,37,2.3,0.1,NA,6.4,1.1,NA,17,9.2,NA,10,NA,0.1,NA,0,NA,0.19,0,0.2,0.01,147,0,0,6,0,0,0,0,7,0,0,NA,0,0,4,0,0,89.6,NA,NA
C0905101,NA,581,61,849,92,2.2,0,29,161,0,0,5392,38,0,55003,0,70,0,0,533,655,187,55226,5484,5743,NA,381,66.5,13,318,346,0,130,3984,1598,574,0.91,NA,3,395,182,1,77.6,0,350,0,638,5.7,1633,26,0.19,NA,0.15,0.64,0,NA,NA,NA,NA,28.35,NA,NA,NA,0.101,672,2.5,2.3,2759,2.5,8,NA,379,17.2,NA,181,339,3.8,483,93,NA,24.81,NA,25.3,0.35,16,3.17,0.03,32,0,0,0,0,0,0,NA,1280,0,0,12,0,17,1.1,11803,573
E7400603,NA,NA,NA,NA,14,0.5,0,17,NA,0,0,86,0,2.1,19,0,0,0,0,NA,30,NA,19,99,119,NA,NA,0.2,1.2,NA,NA,0,0,56,20,NA,0.57,NA,588,NA,11,3,13,1.7,NA,0,208,0.1,NA,5875,0.07,NA,0.05,0.2,49.3,NA,NA,NA,NA,2.02,NA,NA,NA,0.002,32,0,0,NA,3.8,1.2,NA,14,7,NA,10,NA,0.4,NA,0,NA,1.15,NA,1.23,0,3525,0.81,0.06,0,0,0,0,0,11,0,NA,NA,0,0,0,0,15,91,NA,NA
E38004,NA,58,0,78,0,1,0,0,28,0,0,0,0,0.1,0,0,0,0,0,60,16,11,0,0,0,NA,45,0.2,1.5,36,44,0,0,0,0,54,0.34,NA,123,52,80,9,NA,0.7,42,0,330,0,73,1234,0.04,NA,0.08,0.11,41,NA,NA,NA,NA,0.66,NA,NA,NA,NA,19,0,0.6,162,0.8,1.6,NA,32,3.5,NA,14,74,1.2,62,0,NA,0.56,0,0.6,0.06,740,0.03,0.01,0,0,0,0,0,0,0,NA,110,0,0,0,0,0,93.8,1051,62
E33001,0,36,0,44,92,0.5,0,3,0,0,0,39,3,0.9,35,0,4,0,0,31,15,6,35,130,124,NA,28,0.3,1.2,20,9,0,0,98,6,38,0.4,NA,3,37,40,24,43,1,20,0,167,0.1,50,34,0.03,NA,0.03,0.09,16.5,0,0,0,0,0.13,100.4,0,0,0.039,17,0,0.2,244,1.9,0.9,NA,33,2.9,NA,10,56,0.4,37,0,NA,0.12,0,0.12,0.01,20,0,0,0,0,0,0,0,4,0,0,106,0,0,9,0,0,95.1,825,64
E37002,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,0.41,NA,66,NA,83,65,NA,NA,NA,NA,314,NA,NA,664,0.01,NA,0.04,0.05,6.6,NA,NA,NA,NA,0.14,NA,NA,NA,NA,15,NA,0.3,NA,NA,1.4,NA,25,3.1,NA,12,NA,0.6,NA,NA,NA,0.12,0,0.13,0.01,398,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA
D2000301,NA,NA,NA,NA,0,0.5,0,0,NA,0,0,9,5,2.9,14,0,0,0,0,NA,38,NA,15,9,14,NA,NA,0,0.7,NA,NA,0,1,12,3,NA,0.27,NA,61,NA,10,9,NA,2.7,NA,0,259,0,NA,607,0.02,NA,0.02,0.14,24.7,NA,NA,NA,NA,0.13,NA,NA,NA,NA,39,2,0.1,NA,7.5,0.5,NA,14,10.1,NA,12,NA,0.2,NA,0,NA,0.04,NA,0.06,0.01,364,0.07,0.01,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,88.7,NA,NA
D2100101,NA,NA,NA,NA,56,0.4,0,10,NA,0,0,24,11,5.4,36,0,0,0,0,NA,53,NA,36,80,158,NA,NA,0.3,0.6,NA,NA,0,0,80,8,NA,0.85,NA,96,NA,8,2,17.7,1.1,NA,0,140,0.2,NA,955,0.05,NA,0.06,0.09,14.3,NA,NA,NA,NA,1.07,NA,NA,NA,0.002,54,4,0.2,NA,10.6,1,NA,12,13.8,NA,10,NA,0.4,NA,0,NA,0.95,5,0.98,0.04,571,0.06,0.02,44,0,0,0,0,7,0,NA,NA,0,0,0,0,9,84.9,NA,NA
R5100801,0,770,343,1049,286,2.4,2,503,156,0,0.4,5257,313,0,15387,78,64,0,25,574,372,270,16480,5765,13295,NA,580,35.6,13.5,455,607,0.2,807,8322,4223,519,4.93,19,19,577,3,610,9.1,0.4,454,0,209,13.3,925,62,0.43,0.73,0.13,0.17,45.1,NA,NA,NA,NA,0.35,NA,NA,NA,NA,372,0.4,1.5,2089,1.4,NA,NA,214,0,55,14,1097,0.5,634,284,NA,0.3,0,0.31,0,0,0.04,0.01,71,0,7,0,8,23,0,104.5,1214,66,71,33,0,23,49,13113,800
R5300501,0,823,222,922,210,1.9,3,223,20,0,0.1,3015,185,0,7598,46,35,19,4,533,257,194,8185,3317,6572,NA,504,18.1,13.3,353,676,0.3,422,4232,2036,504,2.03,24,24,483,14,607,13.2,0.3,405,0,145,6.6,895,80,0.2,0.51,0.11,0.08,45.4,NA,NA,NA,NA,0.39,NA,NA,NA,NA,257,2.2,1.2,2072,2.9,NA,NA,164,10.2,48,11,902,1.6,565,143,NA,0.28,NA,0.3,0.01,NA,0.07,0.03,17,0,0,0,5,8,0,85.58,1154,22,21,2,2,11,56.4,11916,690
H0705101,NA,892,149,1746,203,3.2,0,1,319,0,0,497,3,0,51,2,14,0,0,1260,312,101,52,705,460,NA,914,1.2,22.1,632,929,0,0,334,77,1080,1.62,NA,16,732,100,3,397.3,0,705,0,1214,0.5,1463,158,0.35,NA,0.15,0.3,6.8,NA,NA,NA,NA,8.91,NA,NA,NA,NA,346,1,2.8,3827,1,16.3,NA,439,63.6,NA,159,1615,4.2,1102,1,NA,0.24,NA,1.17,0.24,95,7.82,0.6,2,0,0,0,0,21,0,NA,2544,3,0,12,0,0,9.9,20966,957
H0505101,NA,859,268,1792,542,3.4,0,0,659,0,0,351,0,0,173,0,5,0,0,1247,285,91,173,893,341,NA,962,1.4,20.2,644,812,0,0,285,24,1211,1.52,NA,0,887,138,2,176.7,0,757,0,1168,0.3,1207,2,0.09,NA,0.11,0.28,0,NA,NA,NA,NA,2.85,NA,NA,NA,NA,328,1.6,3,3263,1.6,20.5,NA,547,60.4,NA,149,1555,6.8,1168,0,NA,0.09,NA,0.36,0,1,2.69,0.08,5,0,0,0,0,9,0,NA,2561,0,0,13,0,0,14.6,20866,922
D1100201,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,9,0,3.8,NA,NA,NA,122,NA,NA,0,0.06,NA,0.04,0.12,11.7,NA,NA,NA,NA,0.03,NA,NA,NA,NA,57,NA,0.4,NA,NA,1.4,NA,10,15.1,NA,14,NA,0.4,NA,NA,NA,0,NA,0.01,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,NA,NA
D1100204,NA,NA,NA,NA,29,0.3,0,3,NA,0,0,10,1,3.2,152,0,2,0,4,NA,59,NA,158,38,93,NA,NA,0.3,0.8,NA,NA,0,1,63,6,NA,0.42,NA,0,NA,11,0,NA,2.9,NA,0,170,0.1,NA,0,0.07,NA,0.06,0.14,6.9,NA,NA,NA,NA,0.05,NA,NA,NA,NA,60,7.7,0.3,NA,13.7,0.7,NA,10,15.4,NA,10,NA,0.4,NA,4,NA,0,NA,0.03,0.05,0,0,0,2,0,0,0,1,2,1,NA,NA,0,0,7,0,3,83.2,NA,NA
D2400305,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0,NA,NA,2.2,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,0.3,0.6,NA,NA,0,NA,NA,NA,NA,0.23,NA,44,NA,5,1,NA,2,NA,NA,122,NA,NA,437,0.02,NA,0.02,0.04,1.3,NA,NA,NA,NA,0.42,NA,NA,NA,NA,38,0.9,0.2,NA,5,1.2,NA,10,9.2,NA,6,NA,0.2,NA,NA,NA,0.42,NA,0.42,0.01,262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6,NA,NA
D2400102,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,0.07,NA,10,NA,4,0,NA,NA,NA,NA,140,NA,NA,101,0.02,NA,0.02,0.04,2.8,NA,NA,NA,NA,0.44,NA,NA,NA,NA,48,NA,0.2,NA,NA,1.3,NA,16,11.4,NA,7,NA,0.4,NA,NA,NA,0.42,NA,0.43,0.02,61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA
D2400301,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,0.6,0.3,NA,NA,NA,NA,NA,NA,NA,0,NA,12,NA,6,0,NA,NA,NA,NA,105,NA,NA,116,0.02,NA,0.02,0.03,3.8,NA,NA,NA,NA,0.16,NA,NA,NA,NA,45,NA,0.2,NA,NA,1.7,NA,8,10.6,NA,6,NA,0.3,NA,NA,NA,0.12,NA,0.13,0.02,70,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2,NA,NA
E3300104,0,NA,NA,NA,52,0.6,0,2,NA,0,0,17,3,0.6,12,0,4,0,0,NA,12,NA,12,68,59,NA,NA,0.1,1.2,NA,NA,0,0,44,0,NA,0.46,NA,2,NA,51,14,NA,0.8,NA,0,171,0.1,NA,17,0.03,NA,0.03,0.11,17.3,0,0,0,0,0.15,100.4,0,0,NA,14,0,0.3,NA,1.5,1,NA,35,2.6,NA,11,NA,0.5,NA,0,NA,0.13,0,0.14,0.03,10,0,0,0,0,0,0,0,4,0,0,NA,0,0,4,0,0,95.5,NA,NA
E2700101,0,176,0,265,135,1.4,0,0,0,0,0,39,0,0,8,0,5,0,0,167,21,15,17,173,101,NA,138,0.3,2.9,83,140,0,10,83,9,137,0.84,NA,1605,146,191,2,NA,0.1,132,0,347,0.1,187,16050,0.07,NA,0.23,0.32,13.8,0,0,0,0,0.09,638.53,0,0,NA,27,0,0.6,356,0.1,3.4,NA,53,4.4,NA,42,165,4.7,173,0,NA,0,15,0.01,0,9623,0.09,0,0,0,0,0,0,2,0,0,315,0,0,1,0,0,91,2780,185
J0401102,0,818,454,1382,185,1,0,160,204,0,0,2852,767,0,6100,92,42,0,0,688,243,124,7265,3457,5898,NA,767,17.4,20.1,1160,591,0,549,4637,960,630,6.08,20,20,695,21,46,3.6,0,606,0,255,5.9,1038,67,0.2,1.94,0.05,0.31,0,0,55.35,2214.2,55.35,0.59,0,0,0,0.02,243,0,0.9,2436,0,0,0.011,168,1.4,56,27,1551,0.5,884,616,NA,0.48,NA,0.51,0.04,0,0.07,0,41,0,0,0,31,17,0,77.18,1609,109,183,9,36,3,60.1,16669,1033
D3000102,NA,NA,NA,NA,7,0.3,0,0,NA,0,0,46,0,6.4,28,0,0,28,0,NA,50,NA,55,53,102,NA,NA,0.2,0.3,NA,NA,0,0,73,19,NA,0,NA,0,NA,8,1,4.4,4.2,NA,0,122,0.1,NA,1,0.01,NA,0.02,0.03,4.7,NA,NA,NA,NA,0.1,NA,NA,NA,0.105,53,0.7,0.1,NA,11.3,1.8,NA,11,13.9,NA,5,NA,0.1,NA,0,NA,0.09,0,0.09,0,0,0,0,0,0,0,0,0,9,0,NA,NA,0,0,0,0,0,85.3,NA,NA
D3000101,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,0.27,NA,3,NA,8,0,NA,NA,NA,NA,119,NA,NA,27,0.01,NA,0.02,0,6.6,NA,NA,NA,NA,0.2,NA,NA,NA,NA,62,NA,0.1,NA,NA,2.6,NA,13,16.5,NA,7,NA,0.1,NA,NA,NA,0.2,2,0.2,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,NA,NA
D3000203,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,0.31,NA,0,NA,3,6,NA,NA,NA,NA,115,NA,NA,0,0.02,NA,0.02,0.01,4.2,NA,NA,NA,NA,0.24,NA,NA,NA,NA,42,NA,0.2,NA,NA,1.8,NA,11,10.7,NA,5,NA,0.1,NA,NA,NA,0.16,0,0.2,0.07,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3,NA,NA
K02141,NA,459,683,1168,98,4.8,1,75,192,0,0,1668,120,0,6614,453,2,0,0,831,185,747,6990,2526,4576,NA,633,14.1,13.3,330,563,0,329,3615,859,1027,0.15,175,177,772,73,1672,32.6,0.1,639,0,135,4.6,753,602,0.19,2.77,0.54,0.2,0,NA,NA,NA,NA,1.98,NA,NA,NA,0.076,185,0,1.6,1807,0.1,NA,NA,244,1.1,544,13,1023,3,801,47,NA,1.31,NA,1.38,0,10,0.66,0,18,0,0,0,3,3,0,NA,1233,133,171,1,4,0,66.7,14317,654
K01503,NA,177,159,435,22,0.7,1,15,58,0,NA,803,NA,NA,1826,88,0,0,0,269,64,148,1952,935,1714,NA,305,4.6,5.3,131,190,NA,120,1264,429,361,0.04,27,27,238,24,151,9,NA,216,0,53,1.7,315,90,0.03,0.22,0.2,0.04,0,NA,NA,NA,NA,1.11,NA,NA,NA,NA,64,NA,0.8,679,NA,NA,NA,98,2.2,156,6,335,0.9,323,5,NA,0.86,NA,0.9,0.03,NA,0.19,0.02,5,0,1,0,1,0,0,NA,494,0,22,0,0,0,87.2,5127,294
D3400205,NA,NA,NA,NA,0,0.5,0,0,NA,0,0,0,0,2.3,0,0,0,0,0,NA,45,NA,0,0,0,NA,NA,0.1,1.1,NA,NA,0,0,0,0,NA,1.02,NA,0,NA,34,1,NA,2.1,NA,0,161,0,NA,0,0.07,NA,0.03,0.11,36.8,NA,NA,NA,NA,0.43,NA,NA,NA,NA,48,3.6,0.1,NA,8.1,1.9,NA,24,12.2,NA,10,NA,0,NA,0,NA,0.37,NA,0.38,0.01,0,0.03,0.02,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,86.1,NA,NA
D3400202,NA,NA,NA,NA,11,0.4,0,3,NA,0,0,26,0,2.4,42,0,0,0,0,NA,42,NA,47,37,39,NA,NA,0.1,0.6,NA,NA,0,5,22,5,NA,0.21,NA,64,NA,24,1,18.8,2,NA,0,143,0,NA,643,0.04,NA,0.04,0.06,26.4,NA,NA,NA,NA,0.47,NA,NA,NA,NA,44,5,0.1,NA,9.5,1.3,NA,16,11.5,NA,9,NA,0.1,NA,0,NA,0.45,0,0.46,0,386,0.01,0,0,0,0,0,0,2,0,NA,NA,0,0,4,0,3,87.4,NA,NA
D3400204,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,0,0.8,NA,NA,NA,NA,NA,NA,NA,0.34,NA,75,NA,17,1,NA,NA,NA,NA,122,NA,NA,749,0.06,NA,0.05,0.06,27.9,NA,NA,NA,NA,0.41,NA,NA,NA,NA,45,NA,0.1,NA,NA,1.4,NA,13,11.8,NA,14,NA,0.2,NA,NA,NA,0.4,42,0.4,0.01,428,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1,NA,NA
J0700503,0,1504,891,3671,366,3.2,0,340,391,0,0,347,181,0,7266,522,0,0,0,1973,425,432,13504,9827,5144,NA,2189,28.7,38.9,994,3042,0,6102,3746,826,2373,3.15,237,237,1766,9,867,45.4,0,2043,0,279,5.1,2485,792,0.09,28.61,0.77,0.25,10.6,0,27.89,1115.72,27.89,14.49,0,0,0,0.136,425,0,7.7,5386,0,0,0.047,688,4.4,808,22,2810,2.3,2580,136,NA,14.49,NA,14.49,0,0,0,0,167,0,184,0,50,16,0,27.98,2817,1732,4650,0,2026,0,24.8,40781,3435
G01101,NA,381,567,576,13,3.5,0,0,0,0,0,218,0,0,327,0,0,0,0,355,224,61,327,231,123,NA,305,0.7,13.8,175,400,0,0,70,52,387,4.24,NA,0,459,113,28,47.5,0,229,0,1470,0.1,395,0,0.08,0.23,0.9,0.69,0.1,NA,NA,NA,NA,0,NA,NA,NA,NA,333,0,4.9,779,0,57.7,NA,443,74.7,NA,143,290,2.8,452,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,776,0,0,0,0,0,7.3,7202,615
G08001,NA,101,184,108,0,0.7,0,0,11,0,0,0,0,0,0,0,0,0,0,68,31,18,0,0,0,NA,73,0.1,3,54,687,0,0,0,0,92,3.06,NA,0,100,3,1,46.3,0.5,44,0,277,0,95,0,0.01,0.09,0.23,0.18,0.3,0,0,0,0,0,0,0,NA,0.063,39,0,1.2,206,0.5,3.8,NA,84,7.6,NA,16,111,0.6,98,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,148,0,0,0,0,0,88.6,2313,116
L0132101,0,60,67,302,6,0.9,11,342,15,51,4.5,74,4,0,667,2,14,0,99,145,62,50,734,82,2560,NA,150,3.4,3,83,329,0,56,951,682,160,0.05,38,38,132,95,55,3.3,0,155,186,166,2.6,112,126,0.03,0.16,0.23,0.03,1,NA,NA,NA,NA,0.09,NA,NA,NA,NA,62,0,0.4,657,4.5,NA,NA,103,5.1,17,11,250,0.1,180,0,NA,0.07,NA,0.08,0,NA,0.01,0,14,0,0,2,24,1,80,90.13,231,1,0,0,0,111,87.7,3181,102
L0134101,0,61,70,302,3,0.9,6,201,16,51,3,33,1,0.1,267,1,1,0,102,145,48,49,369,38,1412,NA,151,1.8,3.2,84,330,0.1,32,483,268,162,0.05,27,27,134,80,52,2,0.2,157,117,179,1.4,113,91,0.03,0.2,0.28,0.04,0.6,NA,NA,NA,NA,0.14,NA,NA,NA,NA,48,2.6,0.5,660,6.1,NA,NA,116,4.8,8,9,253,0.1,179,64,NA,0.13,NA,0.13,0,NA,0.01,0,4,0,0,1,12,0,77,48.94,234,0,0,0,0,95,89.3,3203,104
D0800103,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,0,1.3,NA,NA,NA,NA,NA,NA,NA,0.53,NA,0,NA,10,0,10.5,NA,NA,NA,304,NA,NA,0,0.06,NA,0.05,0.39,8.1,NA,NA,NA,NA,0.29,NA,NA,NA,NA,65,NA,0.6,NA,NA,1.2,NA,20,16.6,NA,23,NA,0.2,NA,NA,NA,0.25,NA,0.27,0.02,0,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4,NA,NA
